 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
143 6235.0 41446 l1 PP3 3.0 6.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 3.0 80005810.0
144 6235.0 41446 l1 PP3 5.0 0.0 1.0 1.0 0.0 0.0 2.0 3.0 7.0 10.0 80000087.0
145 6235.0 41446 l1 PP3 5.0 1.0 1.0 1.0 1.0 0.0 1.0 5.0 8.0 6.0 80000088.0
146 6235.0 41446 l1 PP3 5.0 2.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 11.0 80002295.0
147 6235.0 41446 l1 PP3 5.0 3.0 1.0 1.0 1.0 0.0 3.0 9.0 11.0 6.0 80002296.0
148 6235.0 41446 l1 PP3 7.0 0.0 1.0 1.0 0.0 0.0 1.0 4.0 9.0 10.0 80000727.0
149 6235.0 41446 l1 PP3 7.0 1.0 1.0 1.0 1.0 0.0 3.0 8.0 9.0 5.0 80000728.0
150 6235.0 41446 l1 PP1 0.0 0.0 1.0 1.0 0.0 0.0 1.0 3.0 7.0 8.0 80000089.0
151 6235.0 41446 l1 PP1 0.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 7.0 4.0 80000090.0
152 6235.0 41446 l1 PP1 0.0 2.0 1.0 1.0 1.0 0.0 2.0 6.0 12.0 11.0 80000183.0
153 6235.0 41446 l1 PP1 0.0 3.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 6.0 80000184.0
154 6235.0 41446 l1 PP1 0.0 4.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 12.0 80002814.0
155 6235.0 41446 l1 PP1 0.0 5.0 1.0 1.0 1.0 0.0 1.0 8.0 13.0 12.0 80002815.0
156 6235.0 41446 l1 PP1 0.0 6.0 1.0 1.0 0.0 0.0 7.0 12.0 11.0 5.0 80002816.0
157 6235.0 41446 l1 PP1 0.0 7.0 1.0 1.0 1.0 0.0 1.0 6.0 10.0 10.0 80004039.0
158 6235.0 41446 l1 PP1 0.0 8.0 1.0 1.0 1.0 0.0 5.0 9.0 9.0 6.0 80004040.0
159 6235.0 41446 l1 PP1 0.0 9.0 1.0 1.0 0.0 0.0 0.0 1.0 13.0 25.0 80005696.0
160 6235.0 41446 l1 PP1 0.0 10.0 1.0 1.0 1.0 0.0 1.0 13.0 25.0 22.0 80005697.0
161 6235.0 41446 l1 PP1 0.0 11.0 1.0 1.0 0.0 0.0 12.0 24.0 21.0 9.0 80005698.0
162 6235.0 41446 l1 PP1 1.0 0.0 1.0 1.0 1.0 0.0 2.0 4.0 6.0 6.0 80000183.0
163 6235.0 41446 l1 PP1 1.0 1.0 1.0 1.0 1.0 0.0 1.0 4.0 9.0 8.0 80000488.0
164 6235.0 41446 l1 PP1 1.0 2.0 1.0 1.0 0.0 0.0 3.0 8.0 7.0 3.0 80000489.0
165 6235.0 41446 l1 PP1 1.0 3.0 1.0 1.0 0.0 0.0 1.0 5.0 20.0 30.0 80003837.0
166 6235.0 41446 l1 PP1 1.0 4.0 1.0 1.0 1.0 0.0 4.0 19.0 29.0 23.0 80003838.0
167 6235.0 41446 l1 PP1 1.0 5.0 1.0 1.0 0.0 0.0 15.0 25.0 19.0 9.0 80003839.0
168 6235.0 41446 l1 PP1 1.0 6.0 1.0 1.0 1.0 0.0 0.0 3.0 9.0 9.0 80005445.0
169 6235.0 41446 l1 PP1 1.0 7.0 1.0 1.0 1.0 0.0 3.0 9.0 9.0 5.0 80005446.0
170 6235.0 41446 l1 PP1 1.0 8.0 1.0 1.0 0.0 0.0 1.0 4.0 22.0 36.0 80005696.0
171 6235.0 41446 l1 PP1 1.0 9.0 1.0 1.0 1.0 0.0 3.0 21.0 35.0 30.0 80005697.0
172 6235.0 41446 l1 PP1 1.0 10.0 1.0 1.0 0.0 0.0 18.0 32.0 27.0 13.0 80005698.0
173 6235.0 41446 l1 PP1 2.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 6.0 80000488.0
174 6235.0 41446 l1 PP1 2.0 1.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 4.0 80000489.0
175 6235.0 41446 l1 PP1 2.0 2.0 1.0 1.0 0.0 0.0 1.0 1.0 7.0 13.0 80002866.0
176 6235.0 41446 l1 PP1 2.0 3.0 1.0 1.0 0.0 0.0 0.0 6.0 12.0 13.0 80002867.0
177 6235.0 41446 l1 PP1 2.0 4.0 1.0 1.0 1.0 0.0 6.0 12.0 13.0 7.0 80002868.0
178 6235.0 41446 l1 PP1 2.0 5.0 1.0 1.0 0.0 0.0 1.0 3.0 10.0 14.0 80003837.0
